,index,id,pos,category,stereotype,lemma,level,clean,stem
113,113,AR729,n,cds,no,عوام,conservative,عوام,عوم
114,114,AR1095,n,cds,no,جرائم,inclusive,جراءم,جرءم
115,115,AR195,n,asf,no,غبي,conservative,غبي,غبي
116,116,AR1420,n,cds,no,فاشي,conservative,فاشي,فشي
117,117,AR384,n,ps,yes,بدوية,inclusive,بدويه,بدي
118,118,AR919,n,dmc,yes,محتال,conservative,محتال,حتل
119,119,AR329,n,an,no,مرقس,conservative,مرقس,رقس
120,120,AR1646,n,an,no,ضباع,inclusive,ضباع,ضبع
121,121,AR1616,n,dmc,yes,متشرد,inclusive,متشرد,تشرد
122,122,AR430,n,cds,no,مفشي السر,conservative,مفشي السر,فشي لسر
123,123,AR462,n,ddp,yes,ابن زنا,conservative,ابن زنا,ابن زنا
124,124,AR1797,n,ddp,yes,نقص العقلية,inclusive,نقص العقليه,نقص عقل
125,125,AR362,n,cds,no,زور,conservative,زور,زور
126,126,AR1679,n,ddp,yes,لغو,conservative,لغو,لغو
127,127,AR1865,n,an,no,ناموس,inclusive,ناموس,نمس
128,128,AR1904,n,cds,no,دركي,inclusive,دركي,درك
129,129,AR1873,n,pr,no,عثه,inclusive,عثه,عثه
130,130,AR2539,n,an,no,ضفادع,inclusive,ضفادع,ضفدع
131,131,AR275,n,pa,yes,برابرة,conservative,برابره,ربر
132,132,AR728,n,cds,no,أوباش,conservative,اوباش,وبش
133,133,AR239,n,svp,no,بخل,conservative,بخل,بخل
134,134,AR637,n,an,no,وغد,conservative,وغد,وغد
135,135,AR1183,n,svp,no,شره,inclusive,شره,شره
136,136,AR1276,n,dmc,yes,زنديق,conservative,زنديق,زنديق
137,137,AR1461,n,cds,no,حشري,conservative,حشري,حشر
138,138,AR1944,n,dmc,yes,شخص ريفى أخرق,conservative,شخص ريفي اخرق,شخص ريف خرق
139,139,AR695,n,cds,no,مأفون,inclusive,مافون,ماف
140,140,AR517,n,svp,no,مملة,inclusive,مله,مله
141,141,AR795,n,asm,no,أير,inclusive,اير,اير
142,142,AR2151,n,re,no,سراق,inclusive,سراق,سرق
143,143,AR1836,n,an,no,رخويات,inclusive,رخويات,رخي
144,144,AR87,n,qas,no,تابع,inclusive,تابع,تبع
145,145,AR2230,n,an,no,قرادة,inclusive,قراده,قرد
146,146,AR2528,a,dmc,yes,كاذبة,conservative,كاذبه,كذب
147,147,AR2666,n,re,no,عميلة ارهابية,conservative,عميله ارهابيه,عمل رهب
148,148,AR2616,a,ddp,yes,أحمق,conservative,احمق,حمق
149,149,AR402,n,an,no,عنيد,conservative,عنيد,عند
150,150,AR917,n,ddp,yes,نصاب,conservative,نصاب,نصب
151,151,AR720,n,cds,no,سارق,conservative,سارق,سرق
152,152,AR2222,n,re,no,إرهابية,inclusive,ارهابيه,رهب
153,153,AR309,n,an,no,خسيس,inclusive,خسيس,خسس
154,154,AR432,n,cds,no,واش,conservative,واش,واش
155,155,AR721,n,re,no,مشعوذ,inclusive,مشعوذ,شعذ
156,156,AR2091,n,an,no,خروف,inclusive,خروف,خرف
157,157,AR1854,n,ps,yes,منغولية,inclusive,منغوليه,نغل
158,158,AR1425,n,cds,no,فاشيه,conservative,فاشيه,فشي
159,159,AR2385,n,is,yes,متسول,inclusive,متسول,تسل
160,160,AR688,n,an,no,خروء,conservative,خروء,خرء
161,161,AR1833,n,cds,no,متهرب,conservative,متهرب,تهرب
162,162,AR2609,n,cds,no,عِلْمانية,inclusive,علمانيه,علم
163,163,AR725,n,cds,no,وقح,conservative,وقح,وقح
164,164,AR1205,n,dmc,yes,شخص غير مستقر,inclusive,شخص مستقر,شخص سقر
165,165,AR1482,n,cds,no,رجعي,conservative,رجعي,رجع
166,166,AR1758,n,cds,no,مراب,conservative,مراب,راب
167,167,AR1870,n,pr,no,عث,inclusive,عث,عث
168,168,AR1883,n,an,no,متبلد المشاعر,conservative,متبلد المشاعر,تبلد شعر
169,169,AR527,n,an,no,ماشية,inclusive,ماشيه,اشه
170,170,AR2157,n,cds,no,نرجسية,inclusive,نرجسيه,رجس
171,171,AR1979,a,dmc,yes,شرير,conservative,شرير,شرر
172,172,AR1213,n,an,no,حلزون pomatia,inclusive,حلزون,حلز
173,173,AR1369,n,cds,no,احمق,inclusive,احمق,حمق
174,174,AR2275,n,ps,yes,ندل,inclusive,ندل,ندل
175,175,AR927,n,qas,no,قمامة,inclusive,قمامه,قمم
176,176,AR1078,n,ps,yes,أبله,conservative,ابله,ابل
177,177,AR462,n,cds,no,ابن زنا,conservative,ابن زنا,ابن زنا
178,178,AR1572,n,om,no,مثليه جنسيه,inclusive,مثليه جنسيه,ثله جنس
179,179,AR1264,n,dmc,yes,شر,conservative,شر,شر
180,180,AR2287,n,ps,yes,اندال,inclusive,اندال,دال
181,181,AR1354,n,dmc,yes,تزوير,inclusive,تزوير,زور
182,182,AR868,n,an,no,أرنب,inclusive,ارنب,رنب
183,183,AR78,n,om,no,شرج,inclusive,شرج,شرج
184,184,AR1443,n,asf,no,مهبل,conservative,مهبل,هبل
185,185,AR1990,n,asm,no,جلبانة,inclusive,جلبانه,جلب
186,186,AR2099,n,ddp,yes,غباوه,conservative,غباوه,غبو
187,187,AR263,n,qas,no,خصية,inclusive,خصيه,خصه
188,188,AR1359,n,an,no,برغوت,inclusive,برغوت,رغو
189,189,AR2003,n,pa,yes,عتال,inclusive,عتال,عتل
190,190,AR1157,n,om,no,قمي,inclusive,قمي,قمي
191,191,AR657,n,ddp,yes,حبيس,inclusive,حبيس,حبس
192,192,AR1323,n,qas,no,فلاحين,inclusive,فلاحين,فلح
193,193,AR1309,n,pr,no,خليلة,conservative,خليله,خلل
194,194,AR419,n,re,no,مجرم,inclusive,مجرم,جرم
195,195,AR610,n,svp,no,غرور,conservative,غرور,غرر
196,196,AR1,n,dmc,yes,دناءة,inclusive,دناءه,دنء
197,197,AR1357,n,an,no,برغوثيات,inclusive,برغوثيات,رغث
198,198,AR171,n,an,no,حیوانات,inclusive,حیوانات,حیو
199,199,AR889,n,om,no,شاذّ جِنسِيًا,inclusive,شاذ جنسيا,شاذ جنس
200,200,AR1804,n,cds,no,لص,inclusive,لص,لص
201,201,AR1748,n,cds,no,كسول,conservative,كسول,كسل
202,202,AR726,n,qas,no,دهماء,conservative,دهماء,دهماء
203,203,AR528,n,pr,no,بقره,inclusive,بقره,بقر
204,204,AR1940,n,qas,no,طفيلي,inclusive,طفيلي,طفل
205,205,AR2305,n,dmc,yes,مهرجين,inclusive,مهرجين,هرج
206,206,AR121,n,cds,no,تعصب,conservative,تعصب,عصب
207,207,AR2608,n,cds,no,عِلْمَانية,inclusive,علمانيه,علم
208,208,AR1843,n,an,no,رخوي,inclusive,رخوي,رخي
209,209,AR329,n,asm,no,مرقس,conservative,مرقس,رقس
210,210,AR1607,n,cds,no,قطيع,inclusive,قطيع,قطع
211,211,AR2529,a,dmc,yes,مزور,conservative,مزور,زور
212,212,AR2763,n,an,no,أفعوانية,inclusive,افعوانيه,افعوانيه
213,213,AR2174,n,ps,yes,زنجاني,inclusive,زنجاني,زنج
214,214,AR272,n,dmc,yes,برابرة,conservative,برابره,ربر
215,215,AR2391,n,cds,no,متذمر,conservative,متذمر,تذمر
216,216,AR560,n,qas,no,رأسمالي,inclusive,راسمالي,راسمال
217,217,AR710,n,re,no,خبيثة,inclusive,خبيثه,خبث
218,218,AR1236,n,an,no,حلزون,inclusive,حلزون,حلز
219,219,AR309,n,an,no,خسيس,conservative,خسيس,خسس
220,220,AR1481,n,cds,no,رجعية,conservative,رجعيه,رجع
221,221,AR1706,n,cds,no,فخامة,conservative,فخامه,فخم
222,222,AR401,n,dmc,yes,متعصب,conservative,متعصب,تعصب
223,223,AR274,n,ddp,yes,غليظ,conservative,غليظ,غلظ
224,224,AR919,n,cds,no,محتال,conservative,محتال,حتل
225,225,AR19,n,re,no,تعسف,inclusive,تعسف,عسف
226,226,AR693,n,asf,no,عته,conservative,عته,عته
227,227,AR1835,n,an,no,رخويات,inclusive,رخويات,رخي
228,228,AR2511,n,re,no,مختطف,inclusive,مختطف,خطف
229,229,AR919,n,ddp,yes,محتال,conservative,محتال,حتل
230,230,AR1272,n,dmc,yes,فاسق,conservative,فاسق,فسق
231,231,AR1371,n,dmc,yes,مهرج,inclusive,مهرج,هرج
232,232,AR2455,n,cds,no,طفل,inclusive,طفل,طفل
233,233,AR590,n,cds,no,انانية,conservative,انانيه,نني
234,234,AR711,n,re,no,افتراء كيدي,inclusive,افتراء كيدي,فرء كيد
235,235,AR2103,n,asm,no,غباء,conservative,غباء,غبء
236,236,AR570,n,om,no,فتى,inclusive,فتي,فتي
237,237,AR1763,n,an,no,حشرات,inclusive,حشرات,حشر
238,238,AR1398,n,cds,no,أصوليين,inclusive,اصولين,اصل
239,239,AR1413,n,svp,no,كآبة,conservative,كابه,كبه
240,240,AR878,n,pa,yes,جسدي,inclusive,جسدي,جسد
241,241,AR1407,n,svp,no,غيظ,inclusive,غيظ,غيظ
242,242,AR2534,n,an,no,ضفدع,inclusive,ضفدع,ضفدع
243,243,AR474,n,an,no,ديوث,conservative,ديوث,ديث
244,244,AR2670,n,re,no,إرهاب,inclusive,ارهاب,رهب
245,245,AR631,n,cds,no,غوغاء,conservative,غوغاء,غوغاء
246,246,AR220,n,an,no,حمير,inclusive,حمير,حمر
247,247,AR869,n,an,no,أرانب,inclusive,ارانب,رنب
248,248,AR1186,n,an,no,غنمية,inclusive,غنميه,غنم
249,249,AR154,n,an,no,بهيمة,inclusive,بهيمه,بهم
250,250,AR203,n,ps,yes,معتوه,conservative,معتوه,عته
251,251,AR1152,n,om,no,ذيلية,inclusive,ذيليه,ذيل
252,252,AR559,n,qas,no,برجوازي,inclusive,برجوازي,رجواز
253,253,AR1686,n,is,yes,معوزين,inclusive,معوزين,عوز
254,254,AR726,n,cds,no,دهماء,conservative,دهماء,دهماء
255,255,AR1960,n,qas,no,طفيلية,inclusive,طفيليه,طفل
256,256,AR416,n,cds,no,حرباية,conservative,حربايه,حرب
257,257,AR741,n,an,no,شخص سيء,conservative,شخص سيء,شخص سيء
258,258,AR197,n,an,no,أحمق,conservative,احمق,حمق
259,259,AR2476,a,re,no,عنيف,conservative,عنيف,عنف
260,260,AR241,n,svp,no,جشع,inclusive,جشع,جشع
261,261,AR662,n,ddp,yes,نزيل,inclusive,نزيل,نزل
262,262,AR2266,n,dmc,yes,يؤسف له,inclusive,يءسف,ءسف
263,263,AR454,n,cds,no,متخلف,conservative,متخلف,تخلف
264,264,AR694,n,cds,no,أغبياء,inclusive,اغبياء,غبياء
265,265,AR2026,n,qas,no,بلهاء,inclusive,بلهاء,لهء
266,266,AR2589,n,an,no,ابن أوى,inclusive,ابن اوي,ابن اوي
267,267,AR1419,n,cds,no,عصابات,inclusive,عصابات,عصب
268,268,AR1388,n,cds,no,ماسونيه,inclusive,ماسونيه,اسن
269,269,AR923,n,ddp,yes,مشعوذ,conservative,مشعوذ,شعذ
270,270,AR2361,v,asm,no,هزئ,conservative,هزء,هزء
271,271,AR235,n,svp,no,بخل,conservative,بخل,بخل
272,272,AR1391,n,an,no,عبوس,inclusive,عبوس,عبس
273,273,AR604,n,svp,no,تفاخر,conservative,تفاخر,فخر
274,274,AR1590,n,ps,yes,يهوديه,inclusive,يهوديه,يهد
275,275,AR2772,n,dmc,yes,جاحد,conservative,جاحد,جحد
276,276,AR1301,n,cds,no,قوادة,inclusive,قواده,قده
277,277,AR453,n,an,no,جلف,conservative,جلف,جلف
278,278,AR491,n,qas,no,كريهة,inclusive,كريهه,كره
279,279,AR393,n,dmc,yes,كذاب,inclusive,كذاب,كذب
280,280,AR1088,n,cds,no,جريمة,inclusive,جريمه,جرم
281,281,AR764,n,cds,no,قبيله,inclusive,قبيله,قبل
282,282,AR691,n,asm,no,أبله,conservative,ابله,ابل
283,283,AR1747,n,svp,no,متواني,conservative,متواني,توا
284,284,AR936,n,an,no,بق الفراش,inclusive,بق الفراش,بق فرش
285,285,AR277,n,ddp,yes,متوحش,conservative,متوحش,توحش
286,286,AR521,n,an,no,ابقار,inclusive,ابقار,بقر
287,287,AR1288,n,cds,no,ذنابة,inclusive,ذنابه,ذنب
288,288,AR253,n,qas,no,خصيتين,inclusive,خصيتين,خصي
289,289,AR137,n,an,no,أنقليسية,inclusive,انقليسيه,انقليسيه
290,290,AR2585,n,an,no,إبن آوى,inclusive,ابن اوي,ابن اوي
291,291,AR603,n,svp,no,خيلاء,conservative,خيلاء,خيلاء
292,292,AR381,n,ps,yes,بدوية,inclusive,بدويه,بدي
293,293,AR2513,n,cds,no,متذلل,conservative,متذل,تذل
294,294,AR274,n,cds,no,غليظ,conservative,غليظ,غلظ
295,295,AR197,n,or,no,أحمق,conservative,احمق,حمق
296,296,AR273,n,ps,yes,همجي,conservative,همجي,همج
297,297,AR1942,n,cds,no,ريفي,conservative,ريفي,ريف
298,298,AR1295,n,cds,no,تزمت,conservative,تزمت,تزم
299,299,AR581,n,qas,no,برجوازيون,inclusive,برجوازيون,رجواز
300,300,AR1920,n,ps,yes,قوط شرقيون,inclusive,قوط شرقيون,قوط شرق
301,301,AR705,n,re,no,تشهيرية,inclusive,تشهيريه,شهر
302,302,AR79,n,svp,no,كسل,conservative,كسل,كسل
303,303,AR1297,n,svp,no,تعصب,conservative,تعصب,عصب
304,304,AR1904,n,cds,no,دركي,conservative,دركي,درك
305,305,AR2775,n,dmc,yes,مارق,conservative,مارق,ارق
306,306,AR1533,n,pr,no,عاهرات,inclusive,عاهرات,عهر
307,307,AR433,n,cds,no,احتيال,conservative,احتيال,حيل
308,308,AR1080,n,ps,yes,أهبل,conservative,اهبل,هبل
309,309,AR1753,a,is,yes,مؤسف,inclusive,مءسف,ءسف
310,310,AR2116,n,asm,no,غبيون,conservative,غبيون,غبي
311,311,AR2198,n,ps,yes,أخرى أجناس،,inclusive,اخري اجناس,اخر جنس
312,312,AR922,n,ddp,yes,شعوذة,conservative,شعوذه,شعذ
313,313,AR343,n,pr,no,زانية,conservative,زانيه,زني
314,314,AR2414,a,svp,no,غاضب,inclusive,غاضب,غضب
315,315,AR1053,n,cds,no,ديماجوجيه,conservative,ديماجوجيه,ديماجوجيه
316,316,AR694,n,ddp,yes,أغبياء,inclusive,اغبياء,غبياء
317,317,AR475,n,an,no,مكعباني شبيه بالمكعب,conservative,مكعباني شبيه بالمكعب,كعب شبه كعب
318,318,AR1372,n,ddp,yes,أحمق,conservative,احمق,حمق
319,319,AR1579,n,om,no,مثليين,inclusive,مثلين,مثل
320,320,AR606,n,svp,no,غطرسة,conservative,غطرسه,غطرس
321,321,AR1274,n,an,no,نعجة,inclusive,نعجه,نعج
322,322,AR2348,n,or,no,بطاطس,inclusive,بطاطس,ططس
323,323,AR1159,n,om,no,أليه,inclusive,اليه,اليه
324,324,AR329,n,cds,no,مرقس,conservative,مرقس,رقس
325,325,AR1787,n,asm,no,قضيب,inclusive,قضيب,قضب
326,326,AR1409,n,svp,no,غضب,conservative,غضب,غضب
327,327,AR2012,n,re,no,مبتز,inclusive,مبتز,بتز
328,328,AR1241,n,qas,no,هواة,inclusive,هواه,هوه
329,329,AR361,n,cds,no,زيف,conservative,زيف,زيف
330,330,AR963,n,an,no,بوم,inclusive,بوم,بوم
331,331,AR658,n,ddp,yes,سجين,inclusive,سجين,سجن
332,332,AR1660,n,cds,no,عبادة الأصنام,inclusive,عباده الاصنام,عبد صنم
333,333,AR478,n,dmc,yes,خبيث,conservative,خبيث,خبث
334,334,AR2151,n,cds,no,سراق,inclusive,سراق,سرق
335,335,AR687,n,dmc,yes,منبوذون,inclusive,منبوذون,نبذ
336,336,AR1281,n,dmc,yes,مُبَذِّر,inclusive,مبذر,بذر
337,337,AR353,n,pr,no,إمرأة فاسقة,conservative,امراه فاسقه,مره فسق
338,338,AR1018,n,or,no,قثد,inclusive,قثد,قثد
339,339,AR1540,n,pr,no,بائعات الهوى,conservative,باءعات الهوي,بءع هوي
340,340,AR501,n,dmc,yes,متردد,conservative,مترد,ترد
341,341,AR791,n,asm,no,عير,conservative,عير,عير
342,342,AR2448,n,an,no,دجاجه,inclusive,دجاجه,دجج
343,343,AR1366,n,an,no,براغيث,inclusive,براغيث,راغيث
344,344,AR195,n,asm,no,غبي,inclusive,غبي,غبي
345,345,AR1361,n,an,no,برغوت,inclusive,برغوت,رغو
346,346,AR1051,n,cds,no,غوغائية,conservative,غوغاءيه,غوغاء
347,347,AR206,n,cds,no,أبله,inclusive,ابله,ابل
348,348,AR1944,n,cds,no,شخص ريفى أخرق,conservative,شخص ريفي اخرق,شخص ريف خرق
349,349,AR2259,n,ddf,yes,قبح,inclusive,قبح,قبح
350,350,AR2514,n,cds,no,خاضع,conservative,خاضع,خضع
351,351,AR356,n,dmc,yes,بهتان,inclusive,بهتان,بهت
352,352,AR2349,n,or,no,بطاطة,inclusive,بطاطه,بطط
353,353,AR129,n,ddp,yes,امية,inclusive,اميه,امه
354,354,AR1386,n,cds,no,ماسونيون,inclusive,ماسونيون,اسن
355,355,AR1045,n,dmc,yes,خديعة,conservative,خديعه,خدع
356,356,AR277,n,cds,no,متوحش,conservative,متوحش,توحش
357,357,AR75,n,om,no,جنس شرجي,inclusive,جنس شرجي,جنس شرج
358,358,AR501,n,ddp,yes,متردد,conservative,مترد,ترد
359,359,AR1684,n,is,yes,فقراء,inclusive,فقراء,قرء
360,360,AR679,n,cds,no,جيفة,inclusive,جيفه,جيف
361,361,AR1569,n,om,no,شذوذ,inclusive,شذوذ,شذذ
362,362,AR1052,n,cds,no,ديماغوجيا,conservative,ديماغوجيا,ديماغوج
363,363,AR2652,n,re,no,الاعتداءات الجنسية,inclusive,الاعتداءات الجنسيه,عدء جنس
364,364,AR1056,n,cds,no,ديماغوغيا,conservative,ديماغوغيا,ديماغوغ
365,365,AR2257,n,ddf,yes,قباحة,inclusive,قباحه,قبح
366,366,AR2788,n,an,no,بَقَرَة,inclusive,بقره,بقر
367,367,AR2653,n,re,no,اعتداء جنسي,inclusive,اعتداء جنسي,عدء جنس
368,368,AR2618,a,ddf,yes,أعور,inclusive,اعور,اعر
369,369,AR889,n,om,no,شاذّ,conservative,شاذ,شاذ
370,370,AR372,n,cds,no,فوضى,inclusive,فوضي,فوض
371,371,AR1189,n,pa,yes,بواب,inclusive,بواب,بوب
372,372,AR2343,n,or,no,بطاطة,inclusive,بطاطه,بطط
373,373,AR856,n,asm,no,لعنة,conservative,لعنه,لعن
374,374,AR640,n,cds,no,سيارة عتيقة,inclusive,سياره عتيقه,سير عتق
375,375,AR845,n,cds,no,زحمة,inclusive,زحمه,زحم
376,376,AR2475,n,cds,no,دفاع,inclusive,دفاع,دفع
377,377,AR686,n,is,yes,منبوذين,inclusive,منبوذين,نبذ
378,378,AR1662,n,cds,no,نذل,conservative,نذل,نذل
379,379,AR511,n,ddp,yes,شراسة,conservative,شراسه,شرس
380,380,AR1671,n,ddf,yes,إعاقة,inclusive,اعاقه,عقه
381,381,AR1012,n,asf,no,فرج,conservative,فرج,فرج
382,382,AR130,n,ddp,yes,أميه,inclusive,اميه,امه
383,383,AR238,n,is,yes,بخيل,conservative,بخيل,بخل
384,384,AR1952,n,qas,no,تطفل,inclusive,تطفل,طفل
385,385,AR1643,n,an,no,ضِباع,inclusive,ضباع,ضبع
386,386,AR1220,n,pa,yes,مستخدم,inclusive,مستخدم,خدم
387,387,AR46,n,cds,no,رداءة,conservative,رداءه,ردء
388,388,AR2400,n,an,no,صئبان,inclusive,صءبان,صءب
389,389,AR2107,n,asm,no,بليده,conservative,بليده,بلد
390,390,AR2649,n,re,no,الاعتداء الجنسي,inclusive,الاعتداء الجنسي,عدء جنس
391,391,AR1480,n,cds,no,رجعية,conservative,رجعيه,رجع
392,392,AR1457,n,cds,no,راقص محترف,inclusive,راقص محترف,رقص حرف
393,393,AR32,n,cds,no,سمسار,inclusive,سمسار,سار
394,394,AR276,n,ddp,yes,بربرية,conservative,بربريه,ربر
395,395,AR1137,n,om,no,عجز,inclusive,عجز,عجز
